player name,mvp,ops,avg,rbi,hr
Whitey Kurowski,0,0.853,0.301,89,14
Del Ennis,0,0.849,0.313,73,17
Dixie Walker,0,0.839,0.319,116,9
Enos Slaughter,0,0.838,0.300,130,18
Phil Cavarretta,0,0.836,0.294,78,8
Johnny Hopp,0,0.827,0.333,48,3
Billy Herman,0,0.808,0.298,50,3
Tommy Holmes,0,0.801,0.310,79,6
Grady Hatton,0,0.791,0.271,69,14
Pete Reiser,0,0.789,0.277,73,11
Eddie Stanky,0,0.788,0.273,36,0
Ralph Kiner,0,0.775,0.247,81,23
Jim Russell,0,0.766,0.277,50,8
Pee Wee Reese,0,0.762,0.284,60,5
Sid Gordon,0,0.758,0.293,45,5
Buddy Blattner,0,0.755,0.255,49,11
Ron Northey,0,0.754,0.249,62,16
Johnny Wyrostek,0,0.749,0.281,45,6
Elbie Fletcher,0,0.739,0.256,66,4
Willard Marshall,0,0.733,0.282,48,13
Frank McCormick,0,0.730,0.284,66,11
Bob Elliott,0,0.710,0.263,68,5
Jim Tabor,0,0.696,0.268,50,10
Frankie Gustine,0,0.696,0.259,52,8
Tommy Holmes,0,0.997,0.352,117,28
Phil Cavarretta,1,0.949,0.355,97,6
Mel Ott,0,0.910,0.308,79,21
Whitey Kurowski,0,0.894,0.323,102,21
Augie Galan,0,0.864,0.307,92,9
Goody Rosen,0,0.840,0.325,75,12
Stan Hack,0,0.826,0.323,43,2
Dixie Walker,0,0.820,0.300,124,8
Luis Olmo,0,0.818,0.313,110,10
Andy Pafko,0,0.816,0.298,110,12
Jim Russell,0,0.810,0.284,77,12
Chuck Workman,0,0.806,0.274,87,25
Buster Adams,0,0.793,0.287,109,22
Bob Elliott,0,0.790,0.290,108,8
Danny Gardella,0,0.775,0.272,71,18
Johnny Barrett,0,0.775,0.256,67,15
Vince DiMaggio,0,0.772,0.257,84,19
Ray Sanders,0,0.760,0.276,78,8
Johnny Hopp,0,0.758,0.289,44,3
Jimmy Wasdell,0,0.758,0.300,60,7
Carden Gillenwater,0,0.755,0.288,72,7
Eddie Stanky,0,0.751,0.258,39,1
Peanuts Lowrey,0,0.735,0.283,89,7
Bill Nicholson,0,0.734,0.243,88,13
Frank McCormick,0,0.729,0.276,81,10
Stan Musial,0,0.990,0.347,94,12
Mel Ott,0,0.967,0.288,82,26
Dixie Walker,0,0.963,0.357,91,13
Bill Nicholson,0,0.935,0.287,122,33
Augie Galan,0,0.922,0.318,93,12
Johnny Hopp,0,0.903,0.336,72,11
Ron Northey,0,0.863,0.288,104,22
Jim Russell,0,0.859,0.312,66,8
Frank McCormick,0,0.853,0.305,102,20
Bob Elliott,0,0.848,0.297,108,10
Phil Cavarretta,0,0.842,0.321,82,5
Tommy Holmes,0,0.828,0.309,73,13
Joe Medwick,0,0.826,0.337,85,7
Ray Sanders,0,0.812,0.295,102,12
Buster Adams,0,0.810,0.283,64,17
Whitey Kurowski,0,0.790,0.270,87,20
Johnny Barrett,0,0.782,0.269,83,7
Eric Tipton,0,0.770,0.301,36,3
Babe Dahlgren,0,0.766,0.289,101,12
Butch Nieman,0,0.759,0.265,65,16
Danny Litwhiler,0,0.755,0.264,82,15
Ray Mueller,0,0.751,0.286,73,10
Tony Lupien,0,0.723,0.283,52,5
Frenchy Bordagaray,0,0.716,0.281,51,6
Buddy Kerr,0,0.703,0.266,63,9
Stan Musial,1,0.988,0.357,81,13
Bill Nicholson,0,0.917,0.309,128,29
Bob Elliott,0,0.820,0.315,101,7
Eric Tipton,0,0.819,0.288,49,9
Augie Galan,0,0.818,0.287,67,9
Billy Herman,0,0.815,0.330,100,2
Mel Ott,0,0.810,0.234,47,18
Phil Cavarretta,0,0.802,0.291,73,8
Ray Sanders,0,0.796,0.280,73,11
Elbie Fletcher,0,0.791,0.283,70,9
Arky Vaughan,0,0.783,0.305,66,5
Dixie Walker,0,0.774,0.302,71,5
Ron Northey,0,0.769,0.278,68,16
Whitey Kurowski,0,0.768,0.287,70,13
Frank McCormick,0,0.758,0.303,59,8
Lou Klein,0,0.752,0.287,62,7
Stan Hack,0,0.750,0.289,35,3
Peanuts Lowrey,0,0.740,0.292,63,1
Vince DiMaggio,0,0.733,0.248,88,15
Ray Mueller,0,0.726,0.260,52,8
Mickey Witek,0,0.726,0.314,55,6
Harry Walker,0,0.717,0.294,53,2
Babe Dahlgren,0,0.716,0.287,56,5
Pinky May,0,0.713,0.282,48,1
Tommy Holmes,0,0.712,0.270,41,5
Pete Reiser,0,0.964,0.343,76,14
Dolph Camilli,1,0.962,0.285,120,34
Johnny Mize,0,0.941,0.317,100,16
Mel Ott,0,0.898,0.286,90,27
Enos Slaughter,0,0.886,0.311,76,13
Joe Medwick,0,0.881,0.318,88,18
Elbie Fletcher,0,0.878,0.288,74,11
Nick Etten,0,0.858,0.311,79,14
Stan Hack,0,0.844,0.317,45,7
Dixie Walker,0,0.843,0.311,71,9
Danny Litwhiler,0,0.816,0.305,66,18
Johnny Hopp,0,0.814,0.303,50,4
Vince DiMaggio,0,0.810,0.267,100,21
Bill Nicholson,0,0.810,0.254,98,26
Babe Young,0,0.807,0.265,104,25
Babe Dahlgren,0,0.802,0.267,89,23
Max West,0,0.798,0.277,68,12
Jimmy Brown,0,0.769,0.306,56,3
Terry Moore,0,0.763,0.294,68,6
Cookie Lavagetto,0,0.757,0.277,78,1
Dom Dallessandro,0,0.753,0.272,85,6
Billy Jurges,0,0.747,0.293,61,5
Johnny Cooney,0,0.743,0.319,29,0
Frank McCormick,0,0.740,0.269,97,17
Billy Herman,0,0.732,0.285,41,3
Johnny Mize,0,1.039,0.314,137,43
Dolph Camilli,0,0.926,0.287,96,23
Bill Nicholson,0,0.899,0.297,98,25
Enos Slaughter,0,0.874,0.306,73,17
Mel Ott,0,0.864,0.289,79,19
Jim Gleeson,0,0.859,0.313,61,5
Elbie Fletcher,0,0.856,0.273,104,16
Hank Leiber,0,0.853,0.302,86,17
Frank McCormick,1,0.850,0.309,127,19
Arky Vaughan,0,0.846,0.300,95,7
Stan Hack,0,0.834,0.317,40,8
Terry Moore,0,0.831,0.304,64,17
Johnny Rizzo,0,0.828,0.283,72,24
Joe Medwick,0,0.823,0.301,86,17
Chet Ross,0,0.812,0.281,89,17
Babe Young,0,0.808,0.286,101,17
Harry Danning,0,0.804,0.300,91,13
Joe Orengo,0,0.795,0.287,56,7
Dixie Walker,0,0.792,0.308,66,6
Frank Demaree,0,0.777,0.302,61,7
Billy Werber,0,0.777,0.277,48,12
Bob Elliott,0,0.769,0.292,64,5
Eddie Miller,0,0.748,0.276,79,14
Joe Marty,0,0.736,0.270,50,13
Lonny Frey,0,0.732,0.266,54,8
Johnny Mize,0,1.036,0.337,102,27
Mel Ott,0,1.024,0.311,116,36
Ernie Lombardi,1,0.915,0.342,95,19
Joe Medwick,0,0.905,0.322,122,21
Ival Goodman,0,0.901,0.292,92,30
Johnny Rizzo,0,0.882,0.301,111,23
Dolph Camilli,0,0.879,0.251,100,24
Arky Vaughan,0,0.876,0.322,68,7
Stan Hack,0,0.843,0.320,67,4
Gus Suhr,0,0.824,0.294,64,3
Ernie Koy,0,0.820,0.299,76,11
Frank McCormick,0,0.773,0.327,106,5
Jo-Jo Moore,0,0.772,0.302,56,11
Cookie Lavagetto,0,0.769,0.273,79,6
Ripper Collins,0,0.768,0.267,61,13
Hersh Martin,0,0.768,0.298,39,3
Goody Rosen,0,0.757,0.281,51,4
Carl Reynolds,0,0.752,0.302,67,3
Lloyd Waner,0,0.744,0.313,57,5
Elbie Fletcher,0,0.729,0.272,48,6
Frank Demaree,0,0.725,0.273,62,8
Dick Bartell,0,0.724,0.262,49,9
Harry Craft,0,0.723,0.270,83,15
Billy Myers,0,0.720,0.253,47,12
Pep Young,0,0.710,0.278,79,4
Joe Medwick,1,1.056,0.374,154,31
Dolph Camilli,0,1.034,0.339,80,27
Johnny Mize,0,1.021,0.364,113,25
Mel Ott,0,0.931,0.294,95,31
Billy Herman,0,0.875,0.335,65,8
Frank Demaree,0,0.866,0.324,115,17
Arky Vaughan,0,0.857,0.322,72,5
Paul Waner,0,0.854,0.354,74,2
Pinky Whitney,0,0.841,0.341,79,8
Dick Bartell,0,0.836,0.306,62,14
Heinie Manush,0,0.831,0.333,73,4
Don Padgett,0,0.814,0.314,74,10
Gene Moore,0,0.814,0.283,70,16
Jo-Jo Moore,0,0.804,0.310,57,6
Cookie Lavagetto,0,0.781,0.282,70,8
Ival Goodman,0,0.775,0.273,55,12
Gus Suhr,0,0.771,0.278,97,5
Hersh Martin,0,0.771,0.283,49,8
Alex Kampouris,0,0.766,0.249,71,17
Ripper Collins,0,0.765,0.274,71,16
Lloyd Waner,0,0.762,0.330,45,1
Stan Hack,0,0.762,0.297,63,2
Al Todd,0,0.758,0.307,86,8
Billy Jurges,0,0.754,0.298,65,1
Augie Galan,0,0.751,0.252,78,18
Arky Vaughan,0,1.098,0.385,99,19
Joe Medwick,0,0.962,0.353,126,23
Mel Ott,0,0.962,0.322,114,31
Ripper Collins,0,0.915,0.313,122,23
Wally Berger,0,0.903,0.295,130,34
Hank Leiber,0,0.901,0.331,107,22
Paul Waner,0,0.869,0.321,78,11
Augie Galan,0,0.866,0.314,79,12
Johnny Moore,0,0.859,0.323,93,19
Billy Herman,0,0.858,0.341,83,7
Chuck Klein,0,0.844,0.293,73,21
Stan Hack,0,0.842,0.311,64,4
Bill Terry,0,0.834,0.341,64,6
Sam Leslie,0,0.800,0.308,93,5
Gus Suhr,0,0.794,0.272,81,10
Pepper Martin,0,0.789,0.299,54,9
Lonny Frey,0,0.788,0.262,77,11
Jo-Jo Moore,0,0.782,0.295,71,15
Travis Jackson,0,0.780,0.301,80,9
Dolph Camilli,0,0.776,0.261,83,25
Woody Jensen,0,0.773,0.324,62,8
Ethan Allen,0,0.770,0.307,63,8
Ival Goodman,0,0.743,0.269,72,12
Lloyd Waner,0,0.738,0.309,46,0
George Watkins,0,0.733,0.270,76,17
Chuck Klein,1,1.050,0.348,137,38
Mel Ott,0,1.025,0.318,123,38
Lefty O'Doul,0,0.978,0.368,90,21
Bill Terry,0,0.962,0.350,117,28
Don Hurst,0,0.959,0.339,143,24
Babe Herman,0,0.930,0.326,87,16
Paul Waner,0,0.906,0.341,82,8
Hack Wilson,0,0.904,0.297,123,23
George Watkins,0,0.844,0.312,63,9
Hal Lee,0,0.841,0.303,85,18
Riggs Stephenson,0,0.826,0.324,85,4
Wally Berger,0,0.815,0.307,73,17
Pie Traynor,0,0.806,0.329,68,2
Ripper Collins,0,0.802,0.279,91,21
Lloyd Waner,0,0.798,0.333,38,2
Dick Bartell,0,0.792,0.308,53,1
Joe Stripp,0,0.788,0.303,64,6
Arky Vaughan,0,0.787,0.318,61,4
Pinky Whitney,0,0.784,0.298,124,13
Kiddo Davis,0,0.783,0.309,57,5
Kiki Cuyler,0,0.782,0.291,77,10
George Grantham,0,0.776,0.292,39,6
Charlie Grimm,0,0.774,0.307,80,7
Billy Herman,0,0.762,0.314,51,1
Tony Cuccinello,0,0.752,0.281,77,12
Chuck Klein,0,0.982,0.337,121,31
Chick Hafey,0,0.973,0.349,95,16
Mel Ott,0,0.937,0.292,115,29
Bill Terry,0,0.926,0.349,112,9
Wally Berger,0,0.892,0.323,84,19
Babe Herman,0,0.890,0.313,97,18
Lefty O'Doul,0,0.878,0.336,75,7
Kiki Cuyler,0,0.877,0.330,88,9
Paul Waner,0,0.857,0.322,70,6
Don Hurst,0,0.855,0.305,91,11
George Grantham,0,0.851,0.305,46,10
Charlie Grimm,0,0.851,0.331,66,4
George Watkins,0,0.813,0.288,51,13
Tony Cuccinello,0,0.805,0.315,93,2
Woody English,0,0.804,0.319,53,2
Harvey Hendrick,0,0.793,0.315,75,1
Del Bissonette,0,0.786,0.290,87,12
Travis Jackson,0,0.773,0.310,71,5
Pie Traynor,0,0.770,0.298,103,2
Freddy Leach,0,0.769,0.309,61,6
Pinky Whitney,0,0.765,0.287,74,9
Frankie Frisch,1,0.764,0.311,82,4
Lloyd Waner,0,0.759,0.314,57,4
Charlie Gelbert,0,0.748,0.289,62,1
Johnny Frederick,0,0.747,0.270,71,17
